flight,source,dest,start_date,days,depart,arrival
DP122,Сочи,Москва,30.09.2020,"только 23, 30 сентября",19:15,21:35
DP114,Сочи,Москва,25.10.2020,ежедневно с 25.10 по 24.03,21:05,23:25
DP120,Сочи,Москва,01.10.2020,ежедневно с 01.10 по 11.10,21:10,23:30
DP128,Сочи,Москва,27.09.2020,только 27 сентября,21:40,23:55
DP311,Сочи,Новосибирск,27.09.2020,"только 19, 20, 21, 22, 24, 26, 27 сентября",21:25,6:10
DP311,Сочи,Новосибирск,30.09.2020,"пн, ср, пт, вс с 28.09 по 23.10",21:30,6:10
DP365,Сочи,Пермь,27.09.2020,"только 13, 20, 27 сентября",0:05,5:15
DP1365,Сочи,Пермь,28.09.2020,"только 14, 21, 28 сентября",0:05,5:15
DP365,Сочи,Пермь,26.10.2020,"пн, пт с 26.10 по 22.03",23:45,4:50
DP365,Сочи,Пермь,29.09.2020,"вт, чт, сб по 24.10",23:50,4:55
DP306,Сочи,Санкт-Петербург,29.09.2020,только 29 сентября,8:00,11:05
DP306,Сочи,Санкт-Петербург,30.09.2020,ежедневно с 30.09 по 24.10,8:30,11:35
DP306,Сочи,Санкт-Петербург,28.09.2020,"только 20, 21, 22, 24, 25, 27, 28 сентября",9:30,12:40
DP306,Сочи,Санкт-Петербург,26.09.2020,"только 12, 16, 19, 23, 26 сентября",9:50,12:40
DP306,Сочи,Санкт-Петербург,25.10.2020,ежедневно с 25.10 по 24.03,12:50,16:00
DP329,Сочи,Саратов,26.09.2020,"только 12, 15, 17, 19, 22, 24, 26 сентября",13:15,16:10
DP329,Сочи,Саратов,01.10.2020,"чт, вс с 01.10 по 22.10",18:25,21:20
DP321,Сочи,Тюмень,26.09.2020,"только 12, 17, 19, 24, 26 сентября",23:50,5:20
DP343,Сочи,Уфа,28.09.2020,"только 20, 21, 23, 25, 26, 27, 28 сентября",1:55,6:35
DP343,Сочи,Уфа,27.10.2020,"вт, чт, сб с 27.10 по 25.03",13:25,18:10
DP343,Сочи,Уфа,29.09.2020,ежедневно с 29.09 по 24.10,13:35,18:15
DP1343,Сочи,Уфа,28.09.2020,только 28 сентября,13:35,18:15
DP357,Сочи,Чебоксары,27.09.2020,"только 13, 15, 17, 20, 22, 24, 27 сентября",17:05,19:30
DP1323,Сочи,Челябинск,27.09.2020,"только 13, 20, 27 сентября",15:20,20:30
DP323,Сочи,Челябинск,30.09.2020,"пн, ср, пт, вс с 28.09 по 23.10",23:20,4:30
DP323,Сочи,Челябинск,25.10.2020,"ср, вс с 25.10 по 24.03",23:45,4:55
DP186,Ставрополь,Москва,01.04.2021,"вт, чт, сб по 29.05",10:40,12:50
DP186,Ставрополь,Москва,31.03.2021,"2, 4, 5, 7, 9, 11, 12, 14, 16, 18, 19, 21, 23, 25, 26, 28, 30 апреля, 2, 3, 5 мая, …",17:40,19:50
DP538,Ставрополь,Санкт-Петербург,31.03.2021,"2, 4, 5, 7, 9, 11, 12, 14, 16, 18, 19, 21, 23, 25, 26, 28, 30 апреля, 2, 3, 5 мая, …",10:40,13:35
DP950,Стамбул,Екатеринбург,01.04.2021,"1, 4, 6, 8, 11, 13, 15, 18, 20, 22, 23, 25, 26, 27, 29, 30 апреля, 2, 3, 4, 6 мая, …",11:25,17:50
DP502,Сургут,Махачкала,31.05.2021,ежедневно с 31.05 по 01.10,4:30,6:35
DP1502,Сургут,Махачкала,30.05.2021,30 мая,4:30,6:35
DP502,Сургут,Махачкала,03.04.2021,ежедневно по 29.05,5:05,7:10
DP260,Сургут,Москва,03.04.2021,ежедневно по 31.08,6:00,7:20
DP830,Тиват,Москва,25.10.2020,"пн, ср, пт, вс с 25.10 по 24.03",14:30,18:45
DP450,Тюмень,Москва,19.09.2020,ежедневно по 24.10,6:20,7:10
DP450,Тюмень,Москва,26.10.2020,ежедневно с 26.10 по 25.03,6:20,7:20
DP426,Улан-Удэ,Москва,06.03.2021,"6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25 марта, …",8:05,9:50
DP486,Ульяновск,Москва,26.10.2020,"пн, чт, сб с 26.10 по 25.03, а ещё 03.11, 08.11",11:25,12:05
DP466,Ульяновск,Москва,09.10.2020,"ежедневно, кроме чт по 24.10",20:30,21:10
DP466,Ульяновск,Москва,25.10.2020,"25, 26, 27, 28, 29, 30, 31 октября, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16 ноября, …",22:00,22:40
DP466,Ульяновск,Москва,01.11.2020,вс с 01.11 по 21.03,22:20,23:00
DP466,Ульяновск,Москва,15.10.2020,"только 1, 8, 15, 22 октября",22:30,23:10
DP566,Ульяновск,Санкт-Петербург,27.10.2020,"вт, чт, сб с 27.10 по 25.03",12:20,13:35
DP566,Ульяновск,Санкт-Петербург,25.10.2020,только 25 октября,16:30,17:40
DP566,Ульяновск,Санкт-Петербург,01.11.2020,вс с 01.11 по 21.03,16:45,17:55
DP566,Ульяновск,Санкт-Петербург,15.10.2020,"только 1, 8, 15, 22 октября",18:45,19:55
DP566,Ульяновск,Санкт-Петербург,09.10.2020,"вт, пт, вс по 23.10",21:35,22:45
DP436,Уфа,Москва,26.10.2020,ежедневно с 26.10 по 25.03,6:20,6:40
DP436,Уфа,Москва,25.10.2020,только 25 октября,6:50,7:15
DP436,Уфа,Москва,15.10.2020,ежедневно по 24.10,7:00,7:15
DP438,Уфа,Москва,25.10.2020,"только 25, 26, 27, 28, 29, 30, 31 октября",18:00,18:20
DP438,Уфа,Москва,15.10.2020,ежедневно по 23.10,20:10,20:20
DP438,Уфа,Москва,01.11.2020,ежедневно с 01.11 по 27.03,22:00,22:20
DP560,Уфа,Санкт-Петербург,26.10.2020,"ежедневно с 26.10 по 25.03, кроме 01.01",5:20,6:20
DP560,Уфа,Санкт-Петербург,25.10.2020,только 25 октября,5:20,6:10
DP560,Уфа,Санкт-Петербург,15.10.2020,ежедневно по 24.10,5:25,6:10
DP460,Чебоксары,Москва,01.04.2021,ежедневно по 29.08,10:10,11:35
DP4458,Чебоксары,Москва,11.05.2021,ежедневно с 11.05 по 08.10,17:25,18:55
DP458,Чебоксары,Москва,01.04.2021,ежедневно по 29.08,21:45,23:15
DP526,Чебоксары,Санкт-Петербург,01.04.2021,"пн, вт, чт, сб по 28.08",16:30,18:30
DP414,Челябинск,Москва,04.10.2020,ежедневно по 24.10,5:40,6:15
DP414,Челябинск,Москва,25.10.2020,"ежедневно с 25.10 по 24.03, кроме 01.01",6:45,7:25
DP416,Челябинск,Москва,25.10.2020,ежедневно с 25.10 по 24.03,18:35,19:15
DP416,Челябинск,Москва,04.10.2020,ежедневно с 01.10 по 24.10,18:50,19:20
DP550,Челябинск,Санкт-Петербург,25.10.2020,"ежедневно с 25.10 по 24.03, кроме 01.01",5:35,6:50
DP550,Челябинск,Санкт-Петербург,04.10.2020,"ежедневно по 24.10, кроме 23.10",6:05,7:15
DP550,Челябинск,Санкт-Петербург,23.10.2020,только 23 октября,6:55,8:00
DP4455,Шереметьево,Барнаул,01.07.2021,ежедневно с 01.07 по 30.10,21:00,5:00
DP4195,Шереметьево,Владикавказ,01.07.2021,ежедневно с 01.07 по 30.10,16:05,18:30
DP4187,Шереметьево,Махачкала,01.05.2021,ежедневно с 01.05 по 28.09,8:05,10:40
DP4189,Шереметьево,Махачкала,01.05.2021,ежедневно с 01.05 по 28.09,12:20,14:55
DP4167,Шереметьево,МинеральныеВоды,01.07.2021,ежедневно с 01.07 по 30.10,9:00,11:10
DP4169,Шереметьево,МинеральныеВоды,01.07.2021,ежедневно с 01.07 по 30.10,13:00,15:10
DP4179,Шереметьево,МинеральныеВоды,01.07.2021,ежедневно с 01.07 по 30.10,18:30,20:40
DP4433,Шереметьево,Пермь,02.05.2021,ежедневно с 02.05 по 29.09,0:40,4:45
DP4429,Шереметьево,Пермь,01.05.2021,ежедневно с 01.05 по 28.09,13:35,17:40
DP4431,Шереметьево,Пермь,01.05.2021,ежедневно с 01.05 по 28.09,18:50,22:55
DP4959,Шереметьево,Рига,01.06.2021,ежедневно с 01.06 по 29.10,8:00,9:40
DP4965,Шереметьево,Рига,01.06.2021,ежедневно с 01.06 по 29.10,19:00,20:40
DP4883,Шереметьево,Стамбул,01.06.2021,ежедневно с 01.06 по 29.10,9:35,13:10
DP4937,Шереметьево,Стамбул,01.06.2021,ежедневно с 01.06 по 29.10,12:10,15:45
DP4465,Шереметьево,Ульяновск,01.07.2021,ежедневно с 01.07 по 30.10,19:30,22:00
DP4437,Шереметьево,Уфа,02.06.2021,ежедневно с 02.06 по 30.10,0:55,4:55
DP4435,Шереметьево,Уфа,01.06.2021,ежедневно с 01.06 по 29.10,8:00,12:00
DP4439,Шереметьево,Уфа,01.06.2021,ежедневно с 01.06 по 29.10,18:10,22:10
DP586,Ярославль,Санкт-Петербург,22.09.2020,"только 22, 24, 29 сентября",14:30,15:55
DP586,Ярославль,Санкт-Петербург,01.10.2020,"только 1, 8, 15, 22 октября",16:30,17:55
DP586,Ярославль,Санкт-Петербург,27.09.2020,"только 27 сентября, 6, 13, 20 октября",18:50,20:15
DP586,Ярославль,Санкт-Петербург,04.10.2020,"только 4, 11, 18 октября",19:50,21:15
DP586,Ярославль,Санкт-Петербург,27.10.2020,"вт, чт, сб с 27.10 по 25.03",19:55,21:20
